airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-04-18,Kolkata,Banglore,14:25:00,16:55:00,150,0,no info,5224
Spicejet,2019-06-06,Kolkata,Banglore,15:55:00,21:25:00,330,1,no info,8224
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,18:00:00,1295,1,no info,12692
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,04:25:00,550,1,in-flight meal not included,10262
Indigo,2019-03-21,Delhi,Cochin,10:45:00,21:00:00,615,1,no info,6838
Vistara,2019-06-12,Kolkata,Banglore,20:20:00,09:05:00,765,1,no info,7927
Multiple Carriers,2019-03-06,Delhi,Cochin,08:55:00,18:50:00,595,1,no info,15411
Multiple Carriers,2019-06-09,Delhi,Cochin,03:50:00,11:30:00,460,1,no info,7408
Goair,2019-04-15,Delhi,Cochin,10:35:00,19:35:00,540,1,no info,5752
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,12:35:00,425,2,no info,14441
Jet Airways,2019-06-06,Delhi,Cochin,08:00:00,04:25:00,1225,1,in-flight meal not included,10262
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,19:10:00,575,1,no info,14151
Spicejet,2019-06-03,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no info,2017
Multiple Carriers,2019-03-06,Delhi,Cochin,15:05:00,01:35:00,630,2,no info,21483
Spicejet,2019-06-01,Delhi,Cochin,17:55:00,22:50:00,295,1,no info,5975
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,18:15:00,705,1,in-flight meal not included,10844
Vistara,2019-05-06,Kolkata,Banglore,20:20:00,10:45:00,865,1,no info,8662
Multiple Carriers,2019-06-12,Delhi,Cochin,09:00:00,19:15:00,615,1,no info,14848
Jet Airways,2019-03-27,Delhi,Cochin,11:30:00,18:50:00,440,1,in-flight meal not included,6017
Indigo,2019-03-24,Kolkata,Banglore,15:10:00,17:45:00,155,0,no info,7615
Air India,2019-06-15,Delhi,Cochin,03:50:00,19:15:00,925,1,no info,9929
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,20:25:00,795,1,no info,13152
Jet Airways,2019-04-03,Delhi,Cochin,11:00:00,14:15:00,195,0,in-flight meal not included,4886
Indigo,2019-05-24,Banglore,Delhi,13:00:00,15:50:00,170,0,no info,4990
Indigo,2019-06-24,Delhi,Cochin,06:50:00,12:10:00,320,1,no info,5298
Air India,2019-06-09,Delhi,Cochin,09:45:00,09:25:00,1420,2,no info,11185
Air India,2019-06-12,Kolkata,Banglore,09:50:00,23:15:00,805,2,no info,14960
Air India,2019-03-06,Kolkata,Banglore,20:45:00,23:20:00,155,0,no info,4435
Air Asia,2019-06-15,Banglore,Delhi,04:55:00,07:45:00,170,0,no info,4282
Indigo,2019-03-06,Delhi,Cochin,16:00:00,01:35:00,575,1,no info,14871
Air India,2019-04-03,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,5176
Multiple Carriers,2019-06-09,Delhi,Cochin,11:40:00,21:00:00,560,1,no info,7005
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,12:35:00,1025,2,in-flight meal not included,10368
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,12:00:00,960,1,in-flight meal not included,9663
Vistara,2019-05-24,Banglore,Delhi,07:00:00,09:40:00,160,0,no info,4668
Multiple Carriers,2019-05-09,Delhi,Cochin,06:40:00,19:15:00,755,1,no info,7787
Vistara,2019-05-18,Banglore,Delhi,07:00:00,09:40:00,160,0,no info,4878
Indigo,2019-03-01,Banglore,Delhi,12:10:00,17:05:00,295,1,no info,9694
Jet Airways,2019-05-24,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,no info,8040
Indigo,2019-06-12,Delhi,Cochin,08:30:00,21:00:00,750,1,no info,6093
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,20:20:00,790,1,no info,8610
Jet Airways,2019-03-01,Banglore,Delhi,08:55:00,21:20:00,745,1,1 long layover,27992
Air India,2019-05-27,Delhi,Cochin,17:20:00,09:25:00,965,1,no info,7480
Indigo,2019-03-21,Banglore,Delhi,05:25:00,10:10:00,285,1,no info,6208
Indigo,2019-03-03,Delhi,Cochin,18:35:00,01:35:00,420,1,no info,14871
Indigo,2019-05-01,Banglore,Delhi,18:55:00,21:50:00,175,0,no info,4823
Spicejet,2019-05-21,Delhi,Cochin,15:45:00,22:05:00,380,1,no info,7317
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,18:50:00,535,1,no info,17024
Jet Airways,2019-03-09,Delhi,Cochin,13:45:00,18:50:00,1745,2,no info,18752
Air India,2019-03-18,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,4441
Air India,2019-03-01,Banglore,Delhi,11:05:00,22:45:00,700,1,no info,14069
Air India,2019-05-09,Kolkata,Banglore,09:25:00,05:25:00,1200,2,no info,14687
Multiple Carriers,2019-06-24,Delhi,Cochin,07:30:00,19:15:00,705,1,no info,9001
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,12:35:00,330,1,no info,14714
Indigo,2019-06-01,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,no info,3175
Multiple Carriers,2019-06-09,Delhi,Cochin,17:50:00,01:30:00,460,2,no info,18485
Jet Airways,2019-04-27,Banglore,Delhi,19:50:00,22:50:00,180,0,in-flight meal not included,4544
Indigo,2019-06-12,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,no info,2754
Multiple Carriers,2019-05-01,Delhi,Cochin,10:20:00,19:00:00,520,1,no info,9794
Multiple Carriers,2019-06-24,Delhi,Cochin,07:30:00,19:15:00,705,1,no info,7354
Jet Airways,2019-06-09,Delhi,Cochin,19:15:00,12:35:00,1040,1,in-flight meal not included,10577
Jet Airways,2019-05-15,Banglore,Delhi,17:45:00,20:45:00,180,0,no info,7229
Jet Airways,2019-04-06,Delhi,Cochin,11:30:00,12:35:00,1505,1,in-flight meal not included,5177
Indigo,2019-03-21,Banglore,Delhi,10:10:00,13:00:00,170,0,no info,4777
Indigo,2019-03-21,Delhi,Cochin,07:35:00,16:10:00,515,1,no info,6558
Air India,2019-03-21,Banglore,Delhi,22:00:00,10:50:00,770,1,no info,6955
Vistara,2019-03-24,Banglore,Delhi,11:30:00,14:10:00,160,0,no info,5403
Indigo,2019-05-18,Delhi,Cochin,04:55:00,21:00:00,965,1,no info,6758
Vistara,2019-05-12,Kolkata,Banglore,17:00:00,18:50:00,1550,1,no info,9135
Vistara,2019-04-27,Banglore,Delhi,11:30:00,14:20:00,170,0,no info,5403
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,12:35:00,1390,2,no info,16704
Jet Airways,2019-03-03,Delhi,Cochin,09:55:00,18:50:00,535,1,no info,18550
Goair,2019-06-27,Banglore,Delhi,07:45:00,10:40:00,175,0,no info,3419
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,19:50:00,1495,1,in-flight meal not included,10844
Air India,2019-06-06,Delhi,Cochin,07:05:00,09:25:00,1580,2,no info,11447
Indigo,2019-05-18,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,4804
Air India,2019-03-01,Banglore,Delhi,05:50:00,11:20:00,1770,4,change airports,17686
Multiple Carriers,2019-03-06,Delhi,Cochin,11:35:00,21:00:00,565,3,no info,21829
Spicejet,2019-05-12,Banglore,Delhi,21:10:00,00:05:00,175,0,no info,4423
Air Asia,2019-06-24,Kolkata,Banglore,22:50:00,01:20:00,150,0,no info,3807
Air India,2019-03-15,Kolkata,Banglore,20:45:00,23:20:00,155,0,no info,4435
Jet Airways,2019-06-24,Delhi,Cochin,07:05:00,12:35:00,330,1,no info,14924
Indigo,2019-06-06,Kolkata,Banglore,09:20:00,14:15:00,295,1,no info,11160
Indigo,2019-05-03,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,no info,5755
Multiple Carriers,2019-03-03,Delhi,Cochin,15:05:00,01:35:00,630,2,no info,34503
Multiple Carriers,2019-03-06,Delhi,Cochin,09:00:00,19:15:00,615,1,in-flight meal not included,15342
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,18:50:00,650,1,no info,15342
Indigo,2019-06-27,Banglore,Delhi,21:15:00,00:15:00,180,0,no info,3943
Jet Airways,2019-05-09,Kolkata,Banglore,18:55:00,10:05:00,910,1,no info,13941
Multiple Carriers,2019-06-03,Delhi,Cochin,06:40:00,19:15:00,755,1,no info,7354
Jet Airways,2019-06-24,Delhi,Cochin,14:35:00,12:35:00,1320,2,no info,13376
Spicejet,2019-05-18,Chennai,Kolkata,17:45:00,20:05:00,140,0,no check-in baggage included,3543
Jet Airways,2019-06-09,Delhi,Cochin,06:45:00,12:35:00,1790,2,no info,13376
Indigo,2019-06-15,Chennai,Kolkata,15:40:00,18:25:00,165,0,no info,3540
Multiple Carriers,2019-06-24,Delhi,Cochin,07:05:00,16:10:00,545,1,no info,9856
Jet Airways,2019-03-01,Banglore,Delhi,16:55:00,23:00:00,365,1,no info,54826
Indigo,2019-06-12,Delhi,Cochin,09:15:00,21:00:00,705,1,no info,6838
Indigo,2019-04-09,Kolkata,Banglore,21:25:00,00:05:00,160,0,no info,4174
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,09:20:00,1010,1,no info,14388
Air India,2019-05-21,Kolkata,Banglore,09:25:00,05:25:00,1200,2,no info,14687
Air India,2019-06-06,Kolkata,Banglore,09:50:00,23:15:00,805,2,no info,14960
Air Asia,2019-06-09,Kolkata,Banglore,15:10:00,23:30:00,500,2,no info,7870
Air India,2019-03-21,Banglore,Delhi,22:00:00,23:20:00,1520,1,no info,6010
Air India,2019-06-12,Kolkata,Banglore,16:50:00,07:55:00,905,1,no info,8366
Spicejet,2019-03-09,Banglore,Delhi,09:35:00,12:30:00,175,0,no info,6205
Vistara,2019-06-27,Delhi,Cochin,06:00:00,09:10:00,190,0,no info,6216
Indigo,2019-06-27,Delhi,Cochin,09:15:00,01:30:00,975,1,no info,6628
Indigo,2019-05-27,Delhi,Cochin,11:25:00,01:30:00,845,1,no info,6104
Multiple Carriers,2019-03-01,Delhi,Cochin,19:00:00,01:35:00,395,1,no info,23533
Air India,2019-06-03,Delhi,Cochin,10:55:00,19:15:00,500,2,no info,12173
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,18:15:00,590,1,no info,14571
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,16:20:00,1150,1,in-flight meal not included,10844
Jet Airways,2019-05-09,Delhi,Cochin,19:45:00,04:25:00,520,1,in-flight meal not included,12373
Air India,2019-05-21,Delhi,Cochin,05:55:00,19:15:00,2240,2,no info,10493
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,19:50:00,1640,1,in-flight meal not included,10844
Air India,2019-05-21,Delhi,Cochin,19:45:00,19:15:00,1410,2,no info,9443
Indigo,2019-05-15,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,4804
Jet Airways,2019-03-09,Delhi,Cochin,11:00:00,14:15:00,195,0,in-flight meal not included,7202
Spicejet,2019-04-03,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,no info,1759
Indigo,2019-06-24,Delhi,Cochin,23:30:00,04:35:00,305,1,no info,9165
Spicejet,2019-04-27,Kolkata,Banglore,17:10:00,19:40:00,150,0,no check-in baggage included,3841
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,19:10:00,575,1,no info,11467
Air India,2019-03-01,Banglore,Delhi,13:50:00,18:40:00,1730,1,no info,17198
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,09:20:00,800,1,no info,13044
Jet Airways,2019-03-12,Banglore,Delhi,22:55:00,13:15:00,860,1,in-flight meal not included,11087
Multiple Carriers,2019-03-06,Delhi,Cochin,12:50:00,01:35:00,765,1,no info,15147
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,10:05:00,1055,1,no info,13941
Jet Airways,2019-06-15,Delhi,Cochin,10:00:00,04:25:00,1105,1,in-flight meal not included,10262
Jet Airways,2019-03-06,Banglore,Delhi,14:05:00,08:15:00,1090,1,in-flight meal not included,13502
Vistara,2019-06-27,Chennai,Kolkata,17:45:00,20:05:00,140,0,no info,11982
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,18:50:00,750,2,no info,11538
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,19:50:00,800,1,no info,14571
Air India,2019-03-21,Delhi,Cochin,08:00:00,19:15:00,675,1,no info,7199
Air Asia,2019-05-21,Kolkata,Banglore,06:50:00,10:30:00,220,1,no info,5162
Jet Airways,2019-06-15,Banglore,Delhi,18:55:00,22:00:00,185,0,in-flight meal not included,7229
Indigo,2019-06-12,Delhi,Cochin,23:30:00,04:35:00,305,1,no info,10112
Indigo,2019-04-27,Banglore,Delhi,10:10:00,13:00:00,170,0,no info,4423
Multiple Carriers,2019-03-27,Delhi,Cochin,13:00:00,01:35:00,755,1,no info,12327
Air India,2019-03-09,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,7801
Air India,2019-04-01,Kolkata,Banglore,16:50:00,07:55:00,905,1,no info,7893
Jet Airways,2019-05-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,no info,5678
Multiple Carriers,2019-03-03,Delhi,Cochin,16:00:00,01:35:00,575,1,no info,21226
Air India,2019-06-18,Delhi,Cochin,14:05:00,17:55:00,230,0,no info,5201
Air India,2019-03-21,Delhi,Cochin,13:30:00,23:00:00,570,1,no info,5704
Indigo,2019-04-21,Kolkata,Banglore,15:15:00,17:45:00,150,0,no info,5224
Spicejet,2019-06-01,Chennai,Kolkata,09:45:00,12:00:00,135,0,no check-in baggage included,3543
Jet Airways,2019-06-27,Delhi,Cochin,07:05:00,12:35:00,330,1,in-flight meal not included,10262
Air India,2019-03-03,Banglore,Delhi,08:15:00,23:10:00,895,1,no info,6781
Spicejet,2019-05-15,Banglore,Delhi,09:30:00,12:20:00,170,0,no check-in baggage included,4319
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,04:25:00,1125,2,in-flight meal not included,10368
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,19:00:00,1680,1,no info,14714
Spicejet,2019-04-06,Kolkata,Banglore,17:10:00,19:40:00,150,0,no check-in baggage included,3841
Jet Airways,2019-03-03,Delhi,Cochin,21:50:00,18:50:00,1260,1,no info,17024
Indigo,2019-03-06,Delhi,Cochin,07:35:00,16:10:00,515,1,no info,7094
Air India,2019-03-03,Delhi,Cochin,05:10:00,08:00:00,170,0,no info,7931
Jet Airways,2019-05-01,Banglore,Delhi,19:50:00,22:50:00,180,0,no info,7229
Indigo,2019-06-01,Banglore,Delhi,08:30:00,11:20:00,170,0,no info,4823
Jet Airways,2019-03-06,Banglore,Delhi,05:45:00,19:10:00,805,1,no info,16736
Multiple Carriers,2019-05-09,Delhi,Cochin,04:55:00,19:00:00,845,1,no info,9103
Multiple Carriers,2019-06-06,Delhi,Cochin,04:55:00,19:00:00,845,1,no info,10678
Spicejet,2019-05-27,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,3873
Indigo,2019-04-24,Kolkata,Banglore,11:30:00,14:05:00,155,0,no info,4804
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,12:00:00,1655,1,in-flight meal not included,9663
Indigo,2019-05-03,Kolkata,Banglore,17:15:00,19:50:00,155,0,no info,4804
Multiple Carriers,2019-03-27,Delhi,Cochin,10:00:00,18:50:00,530,1,no info,11667
Air India,2019-05-18,Delhi,Cochin,17:15:00,19:15:00,1560,2,no info,12392
Indigo,2019-04-01,Banglore,Delhi,07:10:00,10:05:00,175,0,no info,4823
Indigo,2019-06-09,Delhi,Cochin,02:00:00,07:45:00,345,1,no info,6386
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,12:35:00,1415,1,in-flight meal not included,11627
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,23:35:00,1655,1,in-flight meal not included,10844
Jet Airways,2019-03-06,Banglore,Delhi,11:40:00,10:25:00,1365,1,no info,17261
Jet Airways,2019-06-12,Banglore,Delhi,18:55:00,22:00:00,185,0,in-flight meal not included,5769
Jet Airways,2019-03-21,Delhi,Cochin,09:40:00,04:25:00,2565,2,no info,12819
Air India,2019-03-24,Kolkata,Banglore,09:10:00,13:40:00,270,1,no info,8026
Jet Airways,2019-03-09,Delhi,Cochin,02:15:00,04:25:00,1570,1,in-flight meal not included,11848
Air India,2019-03-21,Delhi,Cochin,12:00:00,07:40:00,1180,2,no info,9706
Multiple Carriers,2019-05-01,Delhi,Cochin,08:30:00,19:00:00,630,1,no info,9627
Jet Airways,2019-03-15,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,in-flight meal not included,2759
Air India,2019-04-09,Delhi,Cochin,06:05:00,09:25:00,1640,1,no info,4487
Indigo,2019-03-21,Delhi,Cochin,16:00:00,21:00:00,300,1,no info,6232
Air India,2019-05-18,Kolkata,Banglore,05:50:00,12:30:00,1840,2,no info,12723
Jet Airways,2019-04-01,Banglore,Delhi,17:45:00,20:45:00,180,0,in-flight meal not included,4544
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,19:15:00,555,1,no info,14323
Indigo,2019-05-24,Kolkata,Banglore,15:10:00,20:30:00,320,1,no info,6991
Multiple Carriers,2019-06-09,Delhi,Cochin,07:05:00,21:00:00,835,1,no info,13587
Jet Airways,2019-03-01,Banglore,Delhi,14:05:00,20:20:00,375,1,no info,27992
Goair,2019-04-15,Delhi,Cochin,07:00:00,12:55:00,355,1,no info,6195
Indigo,2019-06-09,Banglore,Delhi,21:15:00,00:15:00,180,0,no info,3943
Multiple Carriers,2019-05-27,Delhi,Cochin,11:25:00,19:00:00,455,1,no info,9103
Jet Airways,2019-05-03,Banglore,Delhi,08:20:00,11:20:00,180,0,no info,7229
Multiple Carriers,2019-03-21,Delhi,Cochin,04:45:00,12:35:00,470,1,no info,9838
Indigo,2019-04-01,Banglore,Delhi,06:05:00,08:50:00,165,0,no info,3943
Jet Airways,2019-05-27,Delhi,Cochin,09:00:00,19:00:00,600,1,no info,16079
Multiple Carriers,2019-06-09,Delhi,Cochin,19:00:00,01:30:00,390,1,no info,7408
Air India,2019-06-24,Delhi,Cochin,19:45:00,19:15:00,1410,2,no info,9443
Indigo,2019-06-24,Delhi,Cochin,14:20:00,17:35:00,195,0,no info,5000
Jet Airways,2019-05-21,Delhi,Cochin,20:55:00,04:25:00,450,1,in-flight meal not included,12898
Jet Airways,2019-03-06,Banglore,Delhi,20:35:00,19:10:00,1355,1,no info,17471
Multiple Carriers,2019-06-12,Delhi,Cochin,06:00:00,12:35:00,395,1,no info,11789
Indigo,2019-03-03,Delhi,Cochin,15:00:00,01:35:00,635,1,no info,14871
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,20:45:00,740,1,no info,14388
Jet Airways,2019-05-18,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,in-flight meal not included,3210
Indigo,2019-06-18,Banglore,Delhi,10:10:00,13:00:00,170,0,no info,3943
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,09:20:00,800,1,in-flight meal not included,9663
Air India,2019-05-15,Kolkata,Banglore,07:00:00,05:25:00,1345,2,no info,14424
Spicejet,2019-03-27,Kolkata,Banglore,22:20:00,00:40:00,140,0,no check-in baggage included,3815
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,20:20:00,790,1,no info,8610
Indigo,2019-03-09,Banglore,Delhi,10:05:00,13:00:00,175,0,no info,6860
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,09:10:00,1630,2,no info,13169
Air India,2019-05-06,Kolkata,Banglore,14:15:00,16:45:00,150,0,no info,5510
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,12:00:00,1655,1,in-flight meal not included,10844
Vistara,2019-03-09,Banglore,Delhi,16:10:00,18:50:00,160,0,no info,7923
Indigo,2019-04-27,Delhi,Cochin,08:35:00,16:10:00,455,1,no info,6442
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,20:20:00,1640,1,no info,8610
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,04:40:00,585,1,no info,14388
Air India,2019-03-21,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,no info,2050
Multiple Carriers,2019-06-15,Delhi,Cochin,06:00:00,19:15:00,795,1,no info,9526
Jet Airways,2019-03-21,Banglore,Delhi,11:40:00,21:20:00,580,1,in-flight meal not included,7832
Air India,2019-05-12,Kolkata,Banglore,16:45:00,08:55:00,970,2,no info,13437
Jet Airways,2019-06-24,Delhi,Cochin,15:00:00,12:35:00,1295,1,in-flight meal not included,10262
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,12:00:00,960,1,in-flight meal not included,8529
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,04:40:00,450,1,in-flight meal not included,7594
Air India,2019-05-18,Kolkata,Banglore,12:00:00,18:30:00,1830,2,no info,10361
Jet Airways,2019-05-12,Banglore,Delhi,19:50:00,22:50:00,180,0,no info,7229
Spicejet,2019-06-27,Delhi,Cochin,17:55:00,22:50:00,295,1,no info,4957
Indigo,2019-06-09,Kolkata,Banglore,14:25:00,16:55:00,150,0,no info,5644
Indigo,2019-03-06,Mumbai,Hyderabad,02:30:00,04:00:00,90,0,no info,3175
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,12:00:00,1325,1,no info,14231
Indigo,2019-03-27,Delhi,Cochin,10:45:00,21:00:00,615,1,no info,6838
Jet Airways,2019-04-15,Banglore,Delhi,15:15:00,18:10:00,175,0,in-flight meal not included,4544
Air India,2019-06-12,Kolkata,Banglore,16:50:00,11:10:00,1100,1,no info,8366
Spicejet,2019-04-24,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,4174
Multiple Carriers,2019-06-12,Delhi,Cochin,04:55:00,12:35:00,460,1,no info,10678
Jet Airways,2019-03-06,Banglore,Delhi,16:55:00,11:25:00,1110,1,no info,17261
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,22:35:00,510,1,no info,14781
Jet Airways,2019-06-01,Delhi,Cochin,11:30:00,12:35:00,1505,1,in-flight meal not included,10262
Air India,2019-06-09,Delhi,Cochin,05:00:00,07:40:00,1600,2,no info,10756
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,19:00:00,540,1,in-flight meal not included,10262
Jet Airways,2019-03-27,Delhi,Cochin,07:05:00,18:50:00,705,1,no info,12032
Air India,2019-04-24,Banglore,Delhi,21:05:00,23:55:00,170,0,no info,5228
Multiple Carriers,2019-06-12,Delhi,Cochin,08:50:00,19:00:00,610,1,no info,10877
Indigo,2019-04-01,Delhi,Cochin,07:35:00,12:10:00,275,1,no info,5073
Jet Airways,2019-03-24,Banglore,Delhi,11:40:00,09:00:00,1280,1,in-flight meal not included,8147
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,19:10:00,1365,1,in-flight meal not included,9314
Indigo,2019-05-27,Delhi,Cochin,16:10:00,22:30:00,380,1,no info,6938
Air India,2019-06-06,Delhi,Cochin,21:00:00,07:40:00,640,1,no info,8372
Air India,2019-05-12,Kolkata,Banglore,12:00:00,13:15:00,1515,1,no info,6612
Multiple Carriers,2019-05-27,Delhi,Cochin,08:45:00,19:15:00,630,1,no info,10051
Jet Airways,2019-05-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,in-flight meal not included,4995
Multiple Carriers,2019-06-01,Delhi,Cochin,04:55:00,12:35:00,460,1,no info,11098
Jet Airways,2019-04-01,Delhi,Cochin,16:00:00,12:35:00,1235,1,in-flight meal not included,5406
Goair,2019-06-01,Banglore,Delhi,20:55:00,23:40:00,165,0,no info,3898
Air Asia,2019-03-24,Banglore,Delhi,23:25:00,02:10:00,165,0,no info,4482
Jet Airways,2019-05-21,Kolkata,Banglore,10:20:00,17:35:00,435,1,in-flight meal not included,5608
Jet Airways,2019-05-24,Banglore,Delhi,08:20:00,11:20:00,180,0,in-flight meal not included,4030
Indigo,2019-06-12,Delhi,Cochin,18:35:00,01:30:00,415,1,no info,5883
Indigo,2019-03-03,Chennai,Kolkata,07:55:00,10:15:00,140,0,no info,7295
Jet Airways,2019-03-21,Delhi,Cochin,13:55:00,18:50:00,1735,2,in-flight meal not included,8728
Spicejet,2019-04-01,Kolkata,Banglore,15:55:00,21:25:00,330,1,no info,7646
Indigo,2019-05-09,Kolkata,Banglore,15:15:00,20:30:00,315,1,no info,4565
Indigo,2019-04-15,Kolkata,Banglore,15:30:00,18:05:00,155,0,no info,4174
Jet Airways,2019-06-06,Delhi,Cochin,07:05:00,04:25:00,1280,1,in-flight meal not included,10262
Indigo,2019-03-09,Delhi,Cochin,06:40:00,21:00:00,860,1,no info,12351
Indigo,2019-05-09,Delhi,Cochin,05:35:00,08:50:00,195,0,no info,5000
Indigo,2019-04-06,Banglore,Delhi,06:05:00,08:50:00,165,0,no info,4423
Air India,2019-06-09,Kolkata,Banglore,05:50:00,20:25:00,875,2,no info,11201
Jet Airways,2019-06-09,Delhi,Cochin,15:00:00,04:25:00,805,1,in-flight meal not included,10262
Air India,2019-06-27,Delhi,Cochin,06:50:00,07:40:00,1490,2,no info,14431
Air India,2019-04-24,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,6121
Spicejet,2019-04-21,Kolkata,Banglore,06:55:00,09:30:00,155,0,no info,4174
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,04:40:00,730,1,in-flight meal not included,10844
Indigo,2019-04-12,Banglore,Delhi,21:15:00,00:15:00,180,0,no info,4990
Air India,2019-04-21,Banglore,Delhi,21:05:00,23:55:00,170,0,no info,5228
Multiple Carriers,2019-06-03,Delhi,Cochin,11:25:00,19:15:00,470,1,no info,7354
Air Asia,2019-06-24,Delhi,Cochin,16:45:00,06:35:00,830,1,no info,6752
Jet Airways,2019-03-18,Banglore,Delhi,18:40:00,07:40:00,780,1,in-flight meal not included,10972
Indigo,2019-03-09,Banglore,Delhi,16:55:00,19:45:00,170,0,no info,7648
